82553,82932,True,124,86512
12853,13230,True,120,86512
32863,33242,True,121,86464
211852,212222,True,123,86480
241263,241642,True,123,86496
259242,259612,True,124,86480
275913,276292,True,124,86496
296173,296552,True,124,86512
311933,312312,True,125,86512
328103,333281,False,125,86544
346353,346722,True,125,86480
361853,362222,True,124,86512
377123,377502,True,125,86480
392623,393002,True,125,86512
408793,409172,True,124,86512
424923,425302,True,124,86464
440543,440922,True,125,86512
455603,455982,True,125,86480
472143,472522,True,124,86512
488103,488482,True,124,86496
503563,503942,True,124,86512
519453,524641,False,125,86560
540473,540852,True,124,86512
556493,556872,True,124,86512
572433,572812,True,124,86512
589133,594321,False,124,86560
764773,765162,True,124,86480
780573,780953,True,124,86496
796423,796803,True,124,86480
812293,812670,True,125,86512
828253,833412,False,125,86576
847873,848252,True,124,86464
863643,864022,True,125,86496
879043,879421,True,124,86496
895193,895573,True,124,86464
910903,911282,True,124,86496
926493,926872,True,124,86480
941903,947081,False,124,86528
962093,962472,True,124,86496
977593,977972,True,124,86496
992933,993312,True,124,86512
1008383,1008762,True,125,86464
1027723,1028102,True,125,86512
1044323,1044702,True,125,86512
1059983,1060362,True,125,86464
1075332,1075702,True,125,86512
1090683,1091062,True,125,86512
1106033,1106422,True,125,86432
1121573,1121952,True,125,86512
1137712,1138082,True,125,86512
1153183,1153562,True,125,86496
1168813,1169192,True,125,86512
1184403,1184782,True,125,86512
1199813,1204991,False,125,86576
1458613,1463801,False,124,86560
1480113,1485301,False,124,86560
1504083,1509262,False,124,86480
1676263,1681422,False,124,86560
1727863,1728242,True,124,86512
1761882,1762250,True,124,86496
1782813,1783180,True,124,86432
1799233,1799612,True,124,86512
1825573,1825952,True,124,86512
1849113,1854301,False,124,86512
1871182,1876371,False,125,86560
1892043,1897221,False,125,86544
1912633,1913012,True,125,86496
1931083,1931462,True,124,86512
1947383,1947762,True,124,86480
1964083,1964463,True,125,86496
1980653,1981030,True,124,86480
1996963,1997343,True,124,86512
2013483,2018661,False,124,86544
2038323,2038702,True,125,86512
2054793,2055172,True,124,86512
2074792,2075162,True,124,86496
2091142,2096291,False,124,86560
2112003,2112380,True,124,86512
2128773,2129150,True,124,86480
2146173,2146552,True,124,86464
2163023,2163402,True,124,86512
2180653,2185841,False,124,86512
2202463,2207611,False,124,86576
2224693,2225072,True,124,86496
2241693,2242072,True,124,86512
2258303,2258682,True,124,86480
2275083,2275462,True,124,86480
2291593,2291939,True,124,86448
2308452,2308822,True,124,86496
2325503,2325892,True,124,86480
2343883,2349041,False,124,86576
2364843,2365222,True,124,86480
2382073,2382452,True,124,86496
2399083,2404271,False,124,86512
2419883,2420262,True,124,86480
2436693,2441881,False,124,86544
2457893,2463072,False,124,86560
2479823,2485002,False,124,86576
2500963,2501342,True,124,86512
2518083,2518462,True,124,86480
2534853,2535198,True,124,86544

